amount,location,device,time,is_fraud
328.27,Sydney,Tablet,19,0
1451.13,Tokyo,POS,14,1
153.54,Sao Paulo,Mobile,8,0
79.79,Dubai,Mobile,4,0
194.63,London,Desktop,5,1
,Lagos,POS,7,0
75.07,Lagos,POS,11,1
32.7,Sao Paulo,POS,19,0
103.32,New York,ATM,10,0
32.55,New York,POS,10,0
31.32,Lagos,ATM,22,0
105.09,Tokyo,Tablet,2,0
57.31,Sydney,Mobile,0,1
8.0,Lagos,Tablet,23,0
13.45,Singapore,Mobile,22,0
18.88,Dubai,Mobile,9,0
25.25,Lagos,Mobile,5,0
105.2,Moscow,Desktop,2,0
84.85,Mumbai,Tablet,3,0
215.25,Singapore,Desktop,21,0
152.64,Lagos,Mobile,17,0
216.83,Tokyo,ATM,20,0
130.22,Tokyo,Desktop,12,0
83.99,Sao Paulo,Mobile,15,0
223.47,Mumbai,Mobile,21,0
183.34,Dubai,Mobile,8,0
100.86,Lagos,ATM,13,0
269.93,Sydney,Mobile,6,0
5.05,Singapore,ATM,12,0
48.45,Sydney,Mobile,5,0
47.64,Sao Paulo,POS,4,0
236.97,Moscow,Mobile,8,0
375.6,Sao Paulo,Desktop,22,1
13.53,Sao Paulo,Desktop,6,0
314.91,Moscow,Mobile,15,0
18.38,Moscow,ATM,13,1
19.0,Singapore,POS,14,0
51.54,Dubai,Mobile,3,0
46.99,Lagos,POS,18,0
12.01,Tokyo,Mobile,18,0
136.3,Moscow,ATM,2,1
140.8,Sydney,Desktop,9,0
212.61,Moscow,Mobile,20,0
41.4,Dubai,Mobile,5,0
63.85,Lagos,Mobile,12,0
64.49,Moscow,ATM,19,0
427.0,Tokyo,Mobile,19,0
2.95,Mumbai,Mobile,9,0
23.27,Mumbai,POS,17,0
67.09,Mumbai,Mobile,22,0
20.2,New York,Mobile,10,0
50.19,Moscow,Tablet,23,0
58.05,Sydney,Mobile,18,0
32.35,Moscow,POS,15,1
71.59,New York,Desktop,17,0
133.08,Singapore,Mobile,4,0
51.42,Sydney,Desktop,0,0
40.51,New York,Mobile,19,0
55.57,Moscow,Desktop,17,0
66.14,Dubai,Desktop,22,0
9.83,Sydney,POS,12,0
110.8,Lagos,Desktop,9,0
40.61,,POS,20,0
267.12,Sao Paulo,Mobile,22,0
127.76,Tokyo,ATM,19,0
241.55,Lagos,Mobile,19,1
21.93,Sao Paulo,POS,4,0
44.32,Tokyo,Desktop,20,0
17.0,Lagos,Mobile,0,0
30.7,Sao Paulo,Desktop,18,0
264.36,Singapore,ATM,4,0
342.49,Singapore,POS,0,0
18.86,New York,POS,17,0
40.28,Moscow,Desktop,8,0
61.32,Mumbai,Desktop,20,0
,Tokyo,Mobile,6,0
9.62,Sydney,Tablet,16,0
11.44,Tokyo,Mobile,15,0
114.27,Mumbai,POS,19,0
7.82,Moscow,Tablet,20,0
40.79,Sao Paulo,Desktop,14,0
79.7,Lagos,Tablet,8,0
105.34,Lagos,Mobile,12,0
57.06,Dubai,Mobile,14,0
44.6,Singapore,Mobile,23,0
168.85,Lagos,Mobile,4,1
91.26,Sydney,Mobile,1,0
32.73,Mumbai,Tablet,11,0
69.51,New York,POS,10,1
101.64,New York,Desktop,21,0
441.45,Lagos,ATM,6,0
158.37,Mumbai,ATM,3,0
253.66,Dubai,Mobile,2,1
34.07,Sydney,Desktop,21,0
37.46,New York,ATM,14,0
51.47,London,Mobile,23,0
56.94,Mumbai,Desktop,6,1
22.0,Dubai,ATM,1,0
268.41,Moscow,POS,11,1
176.21,London,POS,4,1
47.64,London,ATM,3,0
135.08,New York,Mobile,21,0
85.22,Tokyo,Tablet,9,0
147.2,New York,POS,1,0
15.2,Moscow,Mobile,4,0
56.81,Lagos,Mobile,8,0
62.56,London,Mobile,21,0
132.42,Lagos,POS,15,0
33.41,Mumbai,Tablet,12,0
4.26,Lagos,ATM,13,0
20.29,London,Mobile,19,0
62.36,Moscow,Tablet,4,0
,,Mobile,11,0
425.01,New York,ATM,9,0
126.6,Lagos,Desktop,1,0
72.94,Moscow,POS,13,1
64.35,New York,Mobile,16,0
224.66,Sao Paulo,Mobile,15,0
34.84,Lagos,Mobile,1,0
57.15,Singapore,POS,9,0
20.12,Dubai,Mobile,9,0
317.6,,POS,3,1
102.69,Moscow,Mobile,13,0
30.62,Sao Paulo,Desktop,12,0
58.8,New York,Mobile,18,0
116.82,Sao Paulo,Mobile,18,0
50.61,New York,Desktop,21,1
37.04,Moscow,Desktop,10,0
,Singapore,Desktop,4,0
96.82,New York,Tablet,12,0
44.98,Moscow,Mobile,15,0
40.48,Lagos,Desktop,7,0
15.34,Moscow,Tablet,11,0
72.63,Singapore,Mobile,22,0
54.63,Mumbai,Desktop,18,0
46.81,Moscow,Mobile,14,1
82.98,Mumbai,Mobile,22,0
151.84,Tokyo,Mobile,0,0
144.28,Moscow,Desktop,12,0
122.49,Sydney,Mobile,6,0
51.18,New York,ATM,6,0
35.74,Lagos,POS,18,0
21.15,Lagos,Mobile,19,0
34.73,Tokyo,Desktop,11,0
68.14,Dubai,Mobile,12,0
28.08,Sydney,Mobile,14,0
74.12,Mumbai,ATM,21,0
23.06,Tokyo,Desktop,0,0
10.73,Lagos,Mobile,13,0
164.24,Sydney,ATM,1,0
39.57,Mumbai,ATM,22,0
26.56,Mumbai,Desktop,5,0
20.02,Lagos,Tablet,0,1
106.2,Lagos,POS,19,0
302.6,London,POS,17,0
42.8,Moscow,Desktop,21,0
,Dubai,POS,8,0
216.76,London,Desktop,6,0
9.1,Lagos,Mobile,16,1
580.31,Moscow,Mobile,22,0
980.94,New York,Desktop,22,0
3.4,Sydney,Mobile,9,0
59.9,Moscow,Mobile,15,0
30.24,Mumbai,Desktop,19,0
49.84,Sao Paulo,ATM,17,1
42.09,Tokyo,Mobile,14,0
162.87,,Mobile,3,0
58.92,,POS,15,1
24.48,Mumbai,Desktop,4,0
55.18,London,POS,10,0
117.48,Mumbai,Desktop,13,0
18.14,Tokyo,Tablet,0,0
10.9,Singapore,Mobile,10,0
597.06,Singapore,Desktop,7,0
32.9,Tokyo,Tablet,2,0
57.34,Mumbai,Mobile,15,0
43.05,Dubai,Mobile,17,0
121.86,,Desktop,21,0
468.75,Singapore,Tablet,16,0
126.21,Lagos,Desktop,4,0
12.55,Sao Paulo,Tablet,2,0
14.55,Mumbai,POS,19,0
43.0,New York,Mobile,1,0
49.65,Moscow,ATM,9,0
10.03,Lagos,POS,9,0
164.23,Moscow,Mobile,4,0
20.19,Dubai,Desktop,15,0
344.69,Sao Paulo,Mobile,18,0
494.08,Moscow,ATM,21,1
50.75,Sao Paulo,Desktop,11,0
108.08,Sao Paulo,Desktop,10,0
17.2,Dubai,ATM,4,0
132.43,Singapore,Tablet,2,0
38.55,Lagos,Mobile,20,0
20.17,Moscow,Tablet,20,0
48.51,Lagos,POS,23,0
39.95,Lagos,Mobile,2,1
46.63,Singapore,Desktop,10,0
189.55,London,Tablet,15,0
28.11,Dubai,Desktop,21,0
449.68,Tokyo,ATM,9,0
15.52,Sao Paulo,Desktop,3,0
394.25,Sao Paulo,Tablet,21,0
21.8,Sao Paulo,POS,1,1
66.61,Sydney,Mobile,16,0
38.89,Mumbai,Mobile,8,0
45.69,Sao Paulo,ATM,0,1
161.01,New York,POS,12,0
347.17,Mumbai,Desktop,8,0
247.05,New York,Mobile,10,0
42.72,Dubai,Mobile,4,0
81.67,London,Mobile,16,0
28.21,Singapore,Desktop,6,0
22.41,London,Desktop,3,0
18.9,New York,Mobile,9,0
41.21,Dubai,Tablet,4,0
87.76,Dubai,ATM,12,0
8.14,Dubai,ATM,12,0
63.37,Singapore,POS,19,0
353.41,Dubai,Desktop,23,0
229.09,,Desktop,2,0
35.03,Dubai,Desktop,0,0
14.35,Tokyo,Mobile,10,0
,London,ATM,1,1
5.21,London,Tablet,20,0
226.14,Sao Paulo,Tablet,19,0
52.72,Lagos,Mobile,10,0
499.91,Mumbai,Mobile,23,0
9.98,Sao Paulo,ATM,12,0
183.09,Singapore,Mobile,13,0
59.71,Moscow,Mobile,18,1
46.33,Lagos,Tablet,13,0
14.78,London,Tablet,17,0
128.42,Sao Paulo,Mobile,5,0
140.3,Moscow,Mobile,12,0
475.15,Mumbai,POS,19,0
202.12,Sao Paulo,ATM,23,1
34.7,Moscow,Desktop,4,0
22.1,Tokyo,POS,0,0
14.8,Tokyo,Mobile,14,0
337.16,Singapore,Tablet,1,0
28.33,Sydney,Desktop,16,0
339.76,New York,POS,10,0
118.82,Singapore,POS,19,0
95.86,Moscow,Mobile,3,0
47.58,Lagos,Mobile,1,0
137.93,Mumbai,POS,5,0
65.56,London,Mobile,1,0
44.43,Sao Paulo,Tablet,3,0
143.4,Tokyo,Desktop,18,0
56.92,Moscow,Mobile,16,0
27.71,Lagos,Tablet,14,0
129.0,Sao Paulo,Desktop,10,0
62.15,Mumbai,ATM,5,0
114.18,Sydney,Mobile,20,0
40.48,London,Mobile,21,0
17.64,Lagos,Mobile,6,0
449.7,Singapore,Mobile,21,0
365.5,Sydney,Tablet,14,0
176.3,Mumbai,Desktop,8,0
43.53,Moscow,Mobile,5,0
47.93,London,ATM,14,0
305.08,London,Mobile,0,0
45.19,Dubai,Desktop,7,0
33.25,Sao Paulo,ATM,16,0
522.94,Mumbai,Tablet,11,0
,Moscow,Mobile,3,0
466.5,Lagos,ATM,3,0
14.32,Sydney,Desktop,16,0
117.92,Singapore,Mobile,20,0
650.79,Mumbai,Mobile,16,0
68.9,Sydney,ATM,3,1
49.88,Singapore,Mobile,16,0
18.46,Mumbai,POS,6,0
219.33,Tokyo,Mobile,14,0
28.58,Tokyo,Mobile,14,0
60.08,New York,ATM,21,0
17.15,Tokyo,ATM,19,0
369.66,Moscow,Mobile,1,1
237.55,Mumbai,Mobile,0,0
64.41,Lagos,POS,22,0
18.74,Mumbai,Desktop,7,0
361.22,London,Desktop,1,1
44.59,London,Mobile,4,0
19.77,London,ATM,11,0
9.6,Lagos,Mobile,21,0
32.77,Tokyo,Mobile,22,0
13.46,Dubai,Mobile,15,0
33.61,New York,Mobile,6,0
151.24,Dubai,Desktop,17,0
44.13,Sao Paulo,Mobile,20,0
98.62,Tokyo,Tablet,9,0
30.09,Sao Paulo,Desktop,14,0
71.64,Singapore,Mobile,11,0
551.69,Moscow,ATM,20,0
45.45,New York,Desktop,14,0
101.79,Dubai,Mobile,1,0
11.92,Lagos,Mobile,20,1
355.0,New York,Desktop,13,0
39.45,New York,POS,10,0
211.79,Tokyo,Tablet,4,0
58.24,Mumbai,POS,16,0
130.68,London,Mobile,0,0
139.51,Lagos,ATM,4,1
40.54,Mumbai,Mobile,16,0
221.65,,Mobile,6,0
28.94,Sydney,Desktop,17,0
156.92,Tokyo,Mobile,6,0
43.41,Singapore,Desktop,17,0
97.96,Tokyo,Mobile,16,0
40.12,Mumbai,POS,17,0
70.45,Mumbai,POS,17,0
20.45,Sydney,Tablet,19,0
87.56,Moscow,Desktop,8,1
70.01,New York,Mobile,11,0
36.81,Tokyo,POS,1,0
62.77,London,Desktop,8,0
77.28,Moscow,Desktop,11,0
33.85,Dubai,Mobile,18,0
57.88,New York,Mobile,21,0
22.06,Sao Paulo,Desktop,15,0
880.34,Moscow,Tablet,3,1
213.8,Tokyo,POS,4,1
90.05,Moscow,ATM,12,1
242.09,,Desktop,10,1
7.56,Sydney,Desktop,22,0
4.0,Sydney,POS,4,0
42.98,Lagos,Mobile,13,0
14.64,New York,Desktop,18,0
51.4,Singapore,Tablet,10,0
83.61,Moscow,Mobile,5,0
183.54,London,Mobile,3,0
19.07,London,Desktop,14,0
103.5,Singapore,Desktop,15,0
67.75,Sydney,Mobile,17,0
97.74,Singapore,Mobile,20,0
37.65,Sydney,Mobile,23,0
305.35,Tokyo,POS,4,1
59.51,Singapore,ATM,10,0
469.47,Mumbai,ATM,7,1
27.95,Tokyo,POS,20,0
150.97,Sao Paulo,Mobile,2,0
62.45,Moscow,Mobile,15,0
46.5,Sydney,Desktop,7,0
133.69,London,Desktop,0,0
47.99,Singapore,POS,14,0
3.57,Moscow,Mobile,9,0
2.3,,ATM,16,0
270.34,Sydney,Mobile,9,0
258.08,Lagos,Desktop,4,0
531.7,Singapore,ATM,2,0
65.41,Mumbai,Desktop,4,0
16.09,New York,POS,10,0
42.03,Lagos,POS,6,1
67.53,Sydney,POS,2,1
22.03,New York,POS,7,0
408.88,,Desktop,20,0
783.25,Moscow,Desktop,20,0
112.86,Dubai,POS,8,0
65.89,Moscow,Desktop,12,0
16.05,Sao Paulo,Tablet,4,1
365.43,Sydney,Desktop,9,0
72.53,Moscow,Mobile,14,0
48.52,Sao Paulo,Desktop,0,0
113.22,Singapore,ATM,20,0
35.01,London,Mobile,21,0
78.38,New York,Mobile,22,0
13.64,London,Mobile,5,0
220.48,Tokyo,Desktop,21,1
59.45,New York,Mobile,2,0
238.57,Dubai,Tablet,21,0
53.45,Moscow,Mobile,3,0
57.41,Moscow,Mobile,8,0
17.57,New York,Mobile,22,0
153.81,Tokyo,Mobile,12,0
,Dubai,POS,5,0
39.05,New York,ATM,8,0
66.76,London,POS,7,0
76.2,Tokyo,ATM,22,0
10.21,Sydney,Mobile,9,0
51.73,Sao Paulo,ATM,2,1
159.93,Singapore,Desktop,3,0
43.98,Sydney,POS,13,0
52.08,Mumbai,Tablet,0,0
79.73,Mumbai,Mobile,5,0
58.06,Sao Paulo,Mobile,14,0
21.47,Singapore,Mobile,20,0
64.07,Lagos,Desktop,2,0
199.03,Moscow,Desktop,8,0
20.98,London,ATM,9,0
44.17,Sydney,Mobile,20,0
14.59,London,Desktop,18,0
,Sydney,Desktop,22,0
60.24,Mumbai,Mobile,14,0
26.17,Dubai,Mobile,4,0
73.81,Mumbai,Desktop,22,0
17.74,Lagos,Desktop,18,0
21.39,New York,Mobile,15,0
13.38,London,Mobile,8,0
20.63,Lagos,Mobile,19,0
296.8,Moscow,POS,9,0
29.77,Sydney,POS,7,0
111.37,Tokyo,Mobile,6,0
26.58,Sydney,Tablet,15,0
153.77,Sao Paulo,ATM,14,0
21.57,Sao Paulo,Mobile,5,0
69.63,Singapore,Mobile,8,0
70.68,Sydney,Mobile,5,0
863.15,Sydney,Mobile,17,0
133.42,Lagos,POS,8,1
34.74,London,POS,18,0
141.68,New York,Desktop,5,0
700.64,Dubai,Mobile,9,0
11.11,Moscow,POS,0,1
26.4,Lagos,Mobile,0,0
51.39,Tokyo,Mobile,0,0
42.15,Lagos,Mobile,1,0
46.25,Moscow,ATM,22,0
15.88,Sao Paulo,Tablet,6,0
312.42,Tokyo,Tablet,12,0
13.95,Moscow,POS,22,1
53.5,Lagos,Mobile,11,0
210.7,New York,Desktop,9,0
64.51,Moscow,POS,17,0
22.71,London,ATM,17,0
15.13,Singapore,Desktop,2,0
51.78,Lagos,Mobile,22,0
29.0,,ATM,2,0
83.58,Moscow,Desktop,8,0
14.27,Mumbai,Mobile,22,0
163.1,Lagos,Mobile,13,0
75.72,Singapore,Mobile,13,0
82.17,Singapore,Tablet,20,0
325.44,Singapore,Tablet,10,0
41.2,New York,Mobile,14,0
30.01,London,Mobile,13,0
36.51,Sao Paulo,Desktop,2,1
53.96,London,Desktop,7,0
60.34,Dubai,Mobile,18,0
26.74,London,Mobile,7,0
7.2,Lagos,ATM,21,0
35.98,Moscow,ATM,23,0
99.07,Dubai,Desktop,18,0
77.47,Sao Paulo,Tablet,0,0
249.51,Mumbai,ATM,18,0
573.09,Lagos,Mobile,23,0
153.74,Mumbai,ATM,18,0
305.14,Lagos,Desktop,15,0
155.0,New York,Desktop,14,0
437.42,Mumbai,Desktop,11,0
510.78,Sao Paulo,Mobile,5,0
189.86,Sao Paulo,POS,11,1
145.04,Mumbai,POS,21,0
53.21,Mumbai,Mobile,2,0
63.72,Mumbai,Desktop,3,1
45.99,Mumbai,ATM,20,0
132.08,Sydney,ATM,19,0
,Moscow,Tablet,12,0
54.04,Singapore,Mobile,8,0
5.0,Dubai,Mobile,2,0
443.81,Lagos,Mobile,16,0
52.33,Lagos,POS,12,0
110.07,Singapore,POS,19,0
331.48,Sydney,ATM,8,0
92.79,Mumbai,Mobile,19,0
326.61,Dubai,ATM,22,0
17.01,New York,ATM,3,0
931.8,Dubai,Tablet,18,0
220.48,Tokyo,ATM,14,0
83.94,Sydney,Desktop,9,0
319.77,Dubai,Mobile,5,0
18.44,London,Mobile,3,0
48.55,Sao Paulo,Mobile,2,0
326.58,Moscow,Mobile,6,0
8.55,Sydney,Tablet,12,0
123.53,Lagos,Mobile,12,0
119.75,New York,Mobile,23,0
581.81,Sydney,Mobile,17,0
11.69,Moscow,Tablet,23,0
391.74,Tokyo,ATM,18,0
36.04,London,Desktop,13,0
40.78,Dubai,POS,19,0
17.39,Dubai,ATM,18,0
20.15,Mumbai,Tablet,19,0
103.95,Tokyo,POS,5,0
19.62,London,Tablet,17,0
150.55,New York,ATM,5,0
32.16,Mumbai,Mobile,7,0
17.56,Sydney,POS,16,0
37.32,London,Desktop,12,0
96.58,Lagos,Mobile,18,0
49.15,London,POS,17,0
69.24,Singapore,POS,17,0
143.43,Lagos,ATM,3,0
219.35,New York,ATM,2,0
47.41,Mumbai,POS,5,0
21.14,Lagos,Desktop,8,0
72.51,New York,ATM,19,0
111.91,Dubai,Mobile,1,0
13.37,Moscow,Mobile,12,0
25.04,Mumbai,Desktop,18,0
30.23,London,Desktop,8,0
53.06,Dubai,Tablet,7,0
28.87,Sao Paulo,POS,4,0
145.15,New York,Mobile,10,0
11.41,Singapore,POS,14,0
11.73,Sydney,Tablet,13,0
46.19,Singapore,ATM,20,0
54.97,Singapore,Mobile,0,0
13.46,Sao Paulo,Tablet,7,0
34.21,Dubai,POS,8,0
42.9,Singapore,Desktop,9,0
43.27,Sao Paulo,Mobile,17,0
78.81,New York,Mobile,2,0
32.21,Sao Paulo,Mobile,6,0
338.87,Singapore,Desktop,1,0
114.09,Tokyo,Tablet,13,0
27.44,Sao Paulo,Desktop,23,0
73.99,Sydney,Tablet,23,0
76.43,London,Mobile,1,0
253.71,London,Mobile,2,0
34.45,Sydney,POS,13,0
155.1,Singapore,POS,6,0
69.83,Tokyo,Tablet,5,0
344.03,Moscow,POS,16,1
275.88,Dubai,ATM,7,1
82.82,New York,ATM,14,0
49.97,New York,Tablet,0,0
116.43,Sao Paulo,Mobile,23,1
54.68,New York,Mobile,2,0
423.41,New York,Tablet,0,0
72.7,Mumbai,Desktop,10,0
42.68,Sydney,Mobile,21,0
40.22,Moscow,Mobile,15,0
17.56,Sao Paulo,ATM,11,0
123.0,Moscow,Mobile,6,0
27.06,Lagos,POS,5,0
223.18,Mumbai,ATM,15,0
16.08,Dubai,Tablet,12,0
76.7,Lagos,Mobile,14,0
236.33,Sydney,POS,9,0
6.25,Tokyo,Tablet,7,0
614.06,Sao Paulo,Mobile,4,1
41.77,Tokyo,Tablet,7,0
77.88,Tokyo,Mobile,5,0
125.04,Moscow,Tablet,11,0
,Tokyo,ATM,6,0
90.13,New York,Desktop,19,0
199.76,New York,ATM,13,0
118.03,Dubai,Desktop,7,0
462.65,New York,ATM,1,0
118.46,Singapore,POS,2,1
578.88,London,Mobile,2,1
179.68,Sydney,ATM,7,0
9.15,Moscow,ATM,7,0
1178.75,New York,Desktop,1,0
35.45,Moscow,POS,16,0
345.54,Sao Paulo,Mobile,12,1
68.68,Singapore,Mobile,23,0
214.26,Tokyo,Mobile,21,0
31.27,Sydney,Desktop,0,0
132.73,,Mobile,16,0
50.48,New York,Mobile,23,0
378.76,Dubai,ATM,19,0
108.04,Sao Paulo,Desktop,16,0
186.71,Dubai,POS,3,0
6.17,Dubai,Mobile,21,0
60.7,Singapore,Mobile,19,0
104.75,Dubai,POS,12,0
85.28,Moscow,Mobile,22,0
191.96,New York,Desktop,11,1
44.59,Sao Paulo,ATM,12,0
70.36,Sao Paulo,Mobile,18,0
244.53,London,Desktop,17,0
5.44,Sao Paulo,Tablet,13,0
127.52,Lagos,Mobile,18,0
46.19,Singapore,Tablet,21,0
24.45,Dubai,Desktop,15,0
96.56,Lagos,Mobile,21,0
257.29,Mumbai,Desktop,9,0
209.15,Moscow,Desktop,12,0
57.48,Moscow,Tablet,15,0
174.74,Singapore,ATM,13,0
173.27,Dubai,POS,4,0
60.58,Moscow,Desktop,10,0
31.11,Lagos,ATM,3,0
33.16,Dubai,POS,16,0
167.61,Sydney,Mobile,19,0
63.67,Tokyo,Mobile,16,0
21.1,Singapore,Mobile,20,0
10.45,Sao Paulo,Mobile,15,0
,Tokyo,Desktop,9,0
36.54,London,Mobile,1,0
95.91,Lagos,ATM,0,1
260.78,Sao Paulo,Desktop,23,1
15.8,New York,Mobile,18,0
63.46,Singapore,ATM,8,1
55.27,Sao Paulo,Desktop,22,0
101.26,Sydney,Mobile,5,0
260.62,Sydney,Mobile,18,0
15.45,Moscow,Tablet,5,0
124.81,New York,Desktop,17,0
,New York,Tablet,1,0
54.33,Tokyo,POS,16,0
57.33,Sao Paulo,Tablet,10,0
105.67,London,ATM,13,0
97.45,London,POS,0,0
126.54,London,Tablet,8,0
123.64,Tokyo,Mobile,3,0
22.64,Sao Paulo,Desktop,14,0
198.2,Sydney,Desktop,0,0
240.68,London,Desktop,21,0
81.83,Moscow,Desktop,4,0
12.89,Sydney,Tablet,12,0
58.78,Lagos,Desktop,23,0
82.59,Sao Paulo,Desktop,9,0
18.93,Moscow,Desktop,12,0
44.87,New York,ATM,23,0
14.15,Dubai,Desktop,1,0
130.06,Mumbai,POS,13,0
80.04,New York,Tablet,13,0
10.91,Lagos,Desktop,17,0
98.16,Sydney,POS,14,0
62.67,New York,ATM,11,0
117.69,Singapore,POS,13,0
43.35,Moscow,ATM,6,0
27.62,Singapore,Desktop,8,0
28.56,London,ATM,22,0
36.89,London,ATM,15,0
68.08,New York,POS,16,0
78.47,Sydney,POS,3,1
54.07,Dubai,POS,9,0
41.86,Sydney,Desktop,5,0
45.31,Moscow,Desktop,22,0
1052.05,Singapore,Desktop,23,1
28.57,Sydney,Tablet,8,0
36.1,Mumbai,Mobile,9,0
2497.98,London,POS,16,1
105.97,Tokyo,Desktop,3,0
14.61,Lagos,Desktop,13,0
168.5,Dubai,Mobile,5,0
24.51,Lagos,Mobile,12,0
181.27,Sydney,Tablet,17,0
52.88,Mumbai,Desktop,17,0
41.11,Sydney,Mobile,2,0
391.54,Sydney,Mobile,6,0
124.34,Sao Paulo,Desktop,8,0
194.47,London,Mobile,17,0
107.6,New York,Mobile,7,0
40.9,London,Tablet,11,0
130.65,Sao Paulo,POS,5,1
252.18,Singapore,ATM,8,0
77.34,Sydney,Mobile,11,0
483.87,New York,Mobile,5,0
169.96,Singapore,Mobile,2,0
84.2,,Tablet,3,0
87.94,Tokyo,Mobile,10,0
77.55,London,Mobile,3,0
16.84,Dubai,Desktop,0,0
60.4,Tokyo,Desktop,20,0
85.06,Sydney,Desktop,23,0
42.2,Sydney,Tablet,12,0
96.68,Moscow,POS,14,1
68.27,London,Desktop,3,0
156.19,New York,Mobile,1,0
138.3,Dubai,Desktop,1,0
80.15,Dubai,Mobile,4,0
14.82,Lagos,Mobile,2,0
478.09,New York,Desktop,17,0
57.05,Moscow,Mobile,18,0
61.01,Singapore,Mobile,17,0
45.75,London,Tablet,6,0
,Sydney,POS,8,0
364.48,Singapore,Mobile,8,0
306.33,Mumbai,Desktop,3,0
108.73,Dubai,ATM,11,1
59.25,Sydney,Mobile,12,0
131.77,Tokyo,POS,4,0
72.33,New York,Mobile,6,0
54.1,Moscow,ATM,11,1
,Moscow,Mobile,2,0
41.05,Tokyo,Mobile,14,0
88.01,Sydney,ATM,8,0
83.48,Sao Paulo,Tablet,17,0
129.44,Moscow,Mobile,18,0
33.75,Singapore,POS,8,0
145.64,Tokyo,ATM,8,0
24.61,Sydney,Desktop,12,0
35.52,,Mobile,0,0
37.27,Sydney,Mobile,4,0
20.51,Moscow,ATM,2,1
203.82,Sydney,Mobile,6,0
22.97,Sao Paulo,Mobile,14,0
30.91,Mumbai,Mobile,5,0
265.32,New York,Mobile,12,0
35.6,Sydney,Desktop,16,0
54.22,Dubai,Desktop,16,0
21.91,Tokyo,Mobile,12,0
166.71,Mumbai,Mobile,13,0
169.26,Singapore,Mobile,10,0
150.33,Tokyo,Mobile,11,0
120.46,Lagos,Mobile,19,0
72.31,Moscow,POS,11,1
37.46,Singapore,Mobile,8,0
27.21,Moscow,Mobile,23,0
275.58,Dubai,Desktop,22,0
154.67,Sydney,POS,20,0
31.1,Dubai,Tablet,19,0
69.67,New York,ATM,9,0
47.94,Sao Paulo,Mobile,23,0
19.28,Sydney,Mobile,15,0
81.08,Tokyo,Mobile,21,1
42.22,London,Mobile,0,0
23.39,Sydney,ATM,2,0
13.1,Singapore,Desktop,0,0
11.94,Tokyo,POS,23,1
44.32,Moscow,ATM,7,0
60.73,Sydney,POS,0,1
25.46,Singapore,Desktop,18,0
136.43,Moscow,ATM,18,0
62.05,Moscow,Desktop,22,0
125.78,London,Mobile,13,0
54.53,Sao Paulo,Desktop,16,0
28.06,London,ATM,14,0
75.61,Tokyo,POS,16,1
16.63,London,Desktop,12,0
120.71,London,ATM,0,1
23.79,Dubai,Desktop,4,0
183.1,,Tablet,22,0
45.96,New York,Mobile,1,1
214.6,New York,Mobile,2,0
19.4,Mumbai,Mobile,19,0
31.64,Dubai,ATM,22,0
101.4,New York,ATM,10,1
241.66,London,Mobile,3,0
417.08,Moscow,Mobile,14,0
69.79,Singapore,Mobile,0,0
503.47,Sao Paulo,POS,8,1
48.49,Tokyo,Desktop,13,0
223.33,New York,Desktop,21,0
23.66,Sydney,Mobile,2,0
105.87,Moscow,Mobile,14,0
5.07,Tokyo,ATM,0,0
19.42,Dubai,Desktop,11,0
111.42,,Mobile,16,0
15.74,Tokyo,Mobile,0,0
106.66,Lagos,Mobile,17,0
180.75,New York,Mobile,23,0
38.42,,Mobile,7,0
22.97,Mumbai,Tablet,18,0
,Singapore,Mobile,12,0
23.05,Dubai,Desktop,22,0
59.66,Dubai,Desktop,14,0
74.61,Tokyo,Mobile,19,0
47.63,Sydney,Desktop,3,0
420.65,Moscow,ATM,6,0
30.22,Moscow,Mobile,10,0
308.15,Tokyo,POS,21,0
21.21,Mumbai,Mobile,15,0
72.24,Lagos,Mobile,5,1
245.04,Moscow,Mobile,21,0
231.48,Mumbai,Tablet,14,0
42.0,Sydney,Desktop,10,0
122.8,Mumbai,POS,9,0
105.98,New York,Mobile,16,0
36.82,Singapore,Tablet,21,0
131.31,Tokyo,Mobile,12,0
517.36,Singapore,Mobile,20,0
112.04,Mumbai,Tablet,16,0
124.34,Tokyo,Mobile,1,1
139.68,London,Desktop,18,0
13.37,London,Desktop,13,0
110.64,Tokyo,POS,12,1
21.79,Singapore,Tablet,14,0
34.85,,Mobile,1,0
719.2,Dubai,Mobile,21,0
50.47,Sao Paulo,Desktop,21,0
29.54,Sao Paulo,Mobile,23,0
236.95,New York,Mobile,14,0
23.51,Mumbai,Mobile,5,0
40.77,Moscow,Desktop,14,0
263.47,Moscow,Desktop,6,0
69.9,Moscow,Mobile,12,0
11.97,Singapore,Mobile,19,0
121.31,Tokyo,Mobile,4,0
43.12,New York,Mobile,10,0
362.79,Tokyo,POS,11,0
34.23,Sydney,Mobile,22,0
211.95,Moscow,Mobile,12,0
470.25,Dubai,ATM,8,0
26.15,Singapore,Desktop,9,0
53.92,Dubai,Mobile,7,0
102.26,London,POS,3,0
25.97,Mumbai,Tablet,17,0
89.78,Moscow,ATM,18,0
52.07,Lagos,ATM,4,0
50.93,Dubai,Tablet,10,0
70.37,Dubai,Mobile,18,0
72.12,New York,Desktop,16,0
79.86,Tokyo,Mobile,1,0
34.51,Sydney,Desktop,1,0
36.21,Mumbai,ATM,1,1
58.53,Singapore,Mobile,12,0
